City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Bubaque,GW,2022-10-10 17:09:17,11.2833,-15.8333,82.09,73,70,6.73
293,Ruteng,ID,2022-10-10 17:09:17,-8.6136,120.4721,62.55,91,98,1.92
294,San Juan,AR,2022-10-10 17:09:18,-31.5375,-68.5364,69.46,13,0,5.79
295,Maniwaki,CA,2022-10-10 17:09:19,46.3834,-75.966,47.62,43,29,4.12
296,Katsuura,JP,2022-10-10 17:09:19,35.1333,140.3,73.15,79,100,25.97
297,Sakakah,SA,2022-10-10 17:09:20,29.9697,40.2064,83.53,22,0,10.49
298,Hervey Bay,AU,2022-10-10 17:09:22,-25.2986,152.8535,64.02,82,92,11.01
299,Galveston,US,2022-10-10 17:09:22,29.3669,-94.9669,86.04,59,0,12.66
300,Petropavlovsk-Kamchatskiy,RU,2022-10-10 17:09:23,53.0452,158.6483,35.29,77,31,7.92
301,Laguna,US,2022-10-10 17:09:23,38.421,-121.4238,84.02,63,0,0.0
302,Atikokan,CA,2022-10-10 17:09:24,48.7555,-91.6216,51.87,47,26,7.94
303,Bhadrachalam,IN,2022-10-10 17:09:25,17.6667,80.8833,74.88,96,96,1.59
304,Xacmaz,AZ,2022-10-10 17:09:25,41.4635,48.806,65.7,73,0,5.55
305,Kamennomostskiy,RU,2022-10-10 17:09:26,44.2983,40.1856,54.91,96,98,5.32
306,Saint-Denis,FR,2022-10-10 17:09:27,48.9167,2.3333,66.97,72,100,6.91
307,Ancud,CL,2022-10-10 17:09:28,-41.8697,-73.8203,51.01,62,1,9.22
308,La Plaine,DM,2022-10-10 17:09:29,15.3333,-61.25,81.09,83,100,13.96
309,Port Arthur,CN,2022-10-10 17:09:30,38.8,121.2667,53.82,41,2,13.18
310,College,US,2022-10-10 17:05:42,64.8569,-147.8028,30.2,91,75,6.91
311,Yar-Sale,RU,2022-10-10 17:08:25,66.8333,70.8333,40.24,81,95,13.02
312,Smithers,CA,2022-10-10 17:09:31,54.7804,-127.1743,52.47,69,7,8.28
313,Boende,CD,2022-10-10 17:09:31,-0.2167,20.8667,74.95,80,100,0.85
314,Pevek,RU,2022-10-10 17:09:32,69.7008,170.3133,25.57,78,100,24.9
315,Araouane,ML,2022-10-10 17:09:32,18.9048,-3.5265,102.18,10,63,8.25
316,Emirdag,TR,2022-10-10 17:09:33,39.0197,31.15,58.3,63,0,2.73
317,Barcelos,PT,2022-10-10 17:09:33,41.5388,-8.6151,66.92,83,92,1.3
318,Asmar,AF,2022-10-10 17:09:34,35.0333,71.3581,67.78,56,21,1.95
319,Xining,CN,2022-10-10 17:10:35,36.6167,101.7667,41.9,42,0,2.77
320,Northam,GB,2022-10-10 17:10:36,51.0333,-4.2167,56.61,68,1,12.62
321,Kuito,AO,2022-10-10 17:10:37,-12.3833,16.9333,73.08,18,16,4.74
322,Bloomington,US,2022-10-10 17:10:01,44.8408,-93.2983,66.87,53,0,10.36
323,Jiuquan,CN,2022-10-10 17:10:38,39.7432,98.5174,45.07,19,0,3.29
324,Sao Joao Da Barra,BR,2022-10-10 17:10:39,-21.6403,-41.0511,84.29,75,29,12.86
325,Liverpool,GB,2022-10-10 17:07:17,53.4106,-2.9779,55.35,69,40,12.66
326,Vao,NC,2022-10-10 17:10:40,-22.6667,167.4833,72.28,69,100,17.18
327,Lavrentiya,RU,2022-10-10 17:10:40,65.5833,-171.0,24.85,71,4,7.18
328,Xuanzhou,CN,2022-10-10 17:10:41,30.9525,118.7553,49.46,49,87,1.59
329,Cortes,ES,2022-10-10 17:10:41,41.9395,-1.4396,73.45,65,100,10.74
330,Pangai,TO,2022-10-10 17:10:42,-19.8,-174.35,76.23,82,0,16.75
331,Santona,ES,2022-10-10 17:10:42,43.4439,-3.4576,70.11,84,73,2.66
332,Chunoyar,RU,2022-10-10 17:10:43,57.4467,97.3217,43.54,88,94,8.72
333,Arraial Do Cabo,BR,2022-10-10 17:10:43,-22.9661,-42.0278,76.86,78,75,3.44
334,Flinders,AU,2022-10-10 17:10:44,-34.5833,150.8552,56.17,86,89,5.01
335,Batsfjord,NO,2022-10-10 17:10:45,70.6345,29.7185,40.78,81,0,8.05
336,Alenquer,BR,2022-10-10 17:10:45,-1.9417,-54.7383,93.38,42,93,5.68
337,Kozan,TR,2022-10-10 17:10:46,37.4552,35.8157,71.82,41,2,2.46
338,Mocuba,MZ,2022-10-10 17:10:47,-16.8392,36.9856,77.85,56,0,9.78
339,Darhan,MN,2022-10-10 17:10:47,49.4867,105.9228,39.51,51,100,2.35
340,Kaeng Khoi,TH,2022-10-10 17:10:48,14.5862,100.9976,72.64,94,100,7.92
341,Byron Bay,AU,2022-10-10 17:06:04,-28.65,153.6167,58.95,70,86,11.99
342,Nauchnyy Gorodok,RU,2022-10-10 17:10:49,53.4203,83.521,45.46,65,0,11.18
343,Pozo Colorado,PY,2022-10-10 17:10:50,-23.4923,-58.7972,65.73,57,94,2.91
344,Airai,TL,2022-10-10 17:10:50,-8.9266,125.4092,61.38,86,100,2.26
345,Devils Lake,US,2022-10-10 17:10:51,48.1128,-98.8651,60.91,53,0,14.97
346,Southbridge,US,2022-10-10 17:10:51,42.0751,-72.0334,63.97,54,100,7.0
347,Mwinilunga,ZM,2022-10-10 17:10:52,-11.7358,24.4293,73.04,19,13,5.3
348,Yabrud,SY,2022-10-10 17:10:53,33.9674,36.6574,60.58,51,27,3.89
349,Birin,NP,2022-10-10 17:10:53,26.8865,88.0718,59.59,92,33,4.41
350,Beringovskiy,RU,2022-10-10 17:10:54,63.05,179.3167,32.23,61,35,9.48
351,Puerto Cabezas,NI,2022-10-10 17:10:54,14.0351,-83.3888,80.17,89,100,7.78
352,Ocampo,MX,2022-10-10 17:10:55,21.65,-101.5,61.93,53,84,13.69
353,Khani,GE,2022-10-10 17:10:55,41.9563,42.9566,53.17,96,100,3.89
354,Sola,VU,2022-10-10 17:10:56,-13.8833,167.55,78.67,74,19,2.44
355,Martil,MA,2022-10-10 17:10:56,35.6166,-5.2752,72.37,74,98,2.51
356,Shahe,CN,2022-10-10 17:10:57,39.2708,113.5478,38.75,32,0,2.84
357,Inhambane,MZ,2022-10-10 17:10:57,-23.865,35.3833,76.98,88,20,6.91
358,Port Augusta,AU,2022-10-10 17:10:58,-32.5,137.7667,63.43,29,100,7.4
359,Victor Harbor,AU,2022-10-10 17:10:59,-35.5667,138.6167,60.67,76,100,11.61
360,Ongandjera,NA,2022-10-10 17:11:00,-17.8833,15.0667,82.62,9,5,4.0
361,Loukhi,RU,2022-10-10 17:11:01,66.0764,33.0381,45.34,85,100,9.53
362,Neyshabur,IR,2022-10-10 17:11:01,36.2133,58.7958,66.97,20,0,2.24
363,Alyangula,AU,2022-10-10 17:11:02,-13.8483,136.4192,78.6,82,5,6.33
364,Sangar,RU,2022-10-10 17:12:02,63.9242,127.4739,19.56,96,71,2.57
365,Mangrol,IN,2022-10-10 17:12:03,21.1167,70.1167,82.49,81,39,7.23
366,Itubera,BR,2022-10-10 17:12:04,-13.7322,-39.1492,85.12,51,27,8.63
367,Nieuw Amsterdam,SR,2022-10-10 17:12:05,5.8833,-55.0833,84.22,75,40,5.75
368,Krasnoselkup,RU,2022-10-10 17:12:05,65.7,82.4667,39.9,98,100,10.71
369,Puerto Varas,CL,2022-10-10 17:12:06,-41.3195,-72.9854,53.82,58,20,13.8
370,Abha,SA,2022-10-10 17:10:31,18.2164,42.5053,68.25,16,0,11.5
371,Dudinka,RU,2022-10-10 17:12:07,69.4058,86.1778,38.62,100,100,6.02
372,Apartado,CO,2022-10-10 17:12:08,7.883,-76.6259,84.79,71,95,1.57
373,Turukhansk,RU,2022-10-10 17:12:09,65.8167,87.9833,39.31,96,100,11.79
374,Banda Aceh,ID,2022-10-10 17:12:10,5.5577,95.3222,79.2,82,100,9.04
375,Mareeba,AU,2022-10-10 17:12:10,-17.0,145.4333,70.52,88,37,2.26
376,Nichinan,JP,2022-10-10 17:12:11,31.6,131.3667,57.9,79,97,6.08
377,Narsaq,GL,2022-10-10 17:12:11,60.9167,-46.05,43.02,94,100,8.52
378,Wukari,NG,2022-10-10 17:12:12,7.85,9.7833,81.57,76,71,2.48
379,Abonnema,NG,2022-10-10 17:12:13,4.7084,6.7931,80.35,77,90,9.86
380,Bukachacha,RU,2022-10-10 17:12:13,52.9833,116.9167,32.36,66,17,3.47
381,Qiryat Shemona,IL,2022-10-10 17:12:14,33.2073,35.5721,74.7,77,43,4.45
382,Wajid,SO,2022-10-10 17:12:14,3.8093,43.2471,85.75,37,64,8.81
383,Sao Gabriel Da Cachoeira,BR,2022-10-10 17:12:15,-0.1303,-67.0892,96.26,38,27,2.08
384,Diffa,NE,2022-10-10 17:12:15,13.3154,12.6113,91.83,16,4,9.55
385,Nome,US,2022-10-10 17:11:45,64.5011,-165.4064,24.87,86,0,0.0
386,Samfya,ZM,2022-10-10 17:12:16,-11.3649,29.5565,77.04,21,8,1.52
387,Lac Du Bonnet,CA,2022-10-10 17:12:17,50.2536,-96.0612,56.66,44,6,11.95
388,Sitangkai,PH,2022-10-10 17:12:17,4.6628,119.3928,82.8,77,100,12.93
389,Barreirinha,BR,2022-10-10 17:12:18,-2.7933,-57.07,81.45,78,100,5.82
390,Lockport,US,2022-10-10 17:10:17,41.5895,-88.0578,72.01,53,0,7.0
391,Yumen,CN,2022-10-10 17:12:18,40.2833,97.2,45.9,17,0,3.69
392,Luancheng,CN,2022-10-10 17:12:19,37.8792,114.6517,50.52,35,0,4.65
393,Anchorage,US,2022-10-10 17:10:00,61.2181,-149.9003,35.65,71,75,3.0
394,Tecoanapa,MX,2022-10-10 17:12:20,16.5167,-98.75,85.82,60,94,4.29
395,Hoquiam,US,2022-10-10 17:12:20,46.9809,-123.8893,59.0,97,100,8.05
396,Alofi,NU,2022-10-10 17:12:21,-19.0595,-169.9187,77.04,80,47,18.9
397,Vestmanna,FO,2022-10-10 17:12:21,62.1564,-7.1664,40.12,70,75,21.85
398,Trojes,AL,2022-10-10 17:12:22,41.756,19.962,63.09,72,100,4.07
399,Uchiza,PE,2022-10-10 17:12:22,-8.4592,-76.4633,88.02,50,85,2.89
400,Mauguio,FR,2022-10-10 17:12:22,43.6181,4.0074,70.74,77,0,8.05
401,Dalby,AU,2022-10-10 17:12:23,-27.1833,151.2667,57.97,84,91,3.0
402,Bardiyah,LY,2022-10-10 17:12:23,31.7561,25.0865,72.18,61,0,7.85
403,Korcula,HR,2022-10-10 17:12:24,42.9622,17.1369,68.58,72,100,14.32
404,Lagoa,PT,2022-10-10 17:12:24,39.05,-27.9833,70.79,84,8,6.69
405,Umm Kaddadah,SD,2022-10-10 17:08:56,13.6017,26.6876,93.16,20,10,5.5
406,Sukumo,JP,2022-10-10 17:12:25,32.9333,132.7333,59.04,68,52,11.12
407,Kirksville,US,2022-10-10 17:09:13,40.1948,-92.5833,76.82,34,0,3.44
408,Udachnyy,RU,2022-10-10 17:12:26,66.4167,112.4,19.83,96,79,7.61
409,Pallapatti,IN,2022-10-10 17:12:27,11.6593,78.1342,75.7,89,100,2.59
410,Poanas,MX,2022-10-10 17:12:27,25.7667,-103.6167,75.13,69,50,7.56
411,Mutis,CO,2022-10-10 17:13:28,6.2262,-77.4044,79.92,84,83,6.87
412,Waiouru,NZ,2022-10-10 17:13:29,-39.4833,175.6667,41.07,87,91,6.31
413,Erzin,TR,2022-10-10 17:13:29,36.9559,36.2,70.2,52,0,3.62
414,Nioro,GM,2022-10-10 17:13:30,13.35,-15.75,85.15,73,71,2.84
415,Bandarbeyla,SO,2022-10-10 17:13:30,9.4942,50.8122,78.1,87,52,16.42
416,Saint-Augustin,CA,2022-10-10 17:13:31,51.226,-58.6502,45.79,42,22,14.16
417,Baie-Comeau,CA,2022-10-10 17:12:17,49.2168,-68.1489,46.27,49,71,11.99
418,Chicama,PE,2022-10-10 17:13:32,-7.8447,-79.1469,61.34,62,69,9.66
419,Gravdal,NO,2022-10-10 17:13:32,68.1214,13.5031,49.89,87,75,16.11
420,Parfenyevo,RU,2022-10-10 17:13:33,58.484,43.4088,39.52,93,0,3.33
421,Puerto Del Rosario,ES,2022-10-10 17:13:33,28.5004,-13.8627,74.95,73,20,13.8
422,Cockburn Town,TC,2022-10-10 17:13:33,21.4612,-71.1419,83.08,75,9,18.28
423,Ponta Do Sol,PT,2022-10-10 17:08:38,32.6667,-17.1,78.01,58,53,7.72
424,Namwala,ZM,2022-10-10 17:13:34,-15.7504,26.4384,84.25,18,5,9.93
425,Ucluelet,CA,2022-10-10 17:11:42,48.9329,-125.5528,59.09,93,93,4.0
426,Luderitz,NA,2022-10-10 17:13:35,-26.6481,15.1594,58.84,92,82,7.43
427,Bilibino,RU,2022-10-10 17:13:36,68.0546,166.4372,8.49,98,100,2.8
428,Mackay,AU,2022-10-10 17:13:36,-21.15,149.2,70.68,84,64,15.52
429,Mbuji-Mayi,CD,2022-10-10 17:13:37,-6.15,23.6,81.3,43,69,5.77
430,Warragul,AU,2022-10-10 17:13:39,-38.1667,145.9333,46.04,83,81,4.23
431,Naze,JP,2022-10-10 17:13:40,28.3667,129.4833,68.18,59,100,17.11
432,Ust-Kalmanka,RU,2022-10-10 17:13:41,52.1207,83.305,42.82,86,83,9.35
433,Kresttsy,RU,2022-10-10 17:13:41,58.2452,32.5165,43.36,86,64,4.83
434,Balikpapan,ID,2022-10-10 17:13:42,-1.2675,116.8289,76.19,100,40,4.61
435,Komsomolskiy,UZ,2022-10-10 17:13:42,40.4272,71.7189,57.92,47,0,6.91
436,Moses Lake,US,2022-10-10 17:10:36,47.1301,-119.2781,56.08,67,0,0.0
437,Palasa,IN,2022-10-10 17:13:43,18.7667,84.4167,77.68,87,88,2.06
438,Srandakan,ID,2022-10-10 17:13:44,-7.9386,110.2506,76.87,90,100,2.06
439,Amapa,BR,2022-10-10 17:13:44,1.0,-52.0,94.26,37,47,7.2
440,Orangeburg,US,2022-10-10 17:12:47,33.4918,-80.8557,72.72,77,75,6.91
441,Saucillo,MX,2022-10-10 17:13:45,28.0167,-105.2833,71.35,56,0,10.56
442,Itarema,BR,2022-10-10 17:13:46,-2.9248,-39.9167,87.66,53,41,20.09
443,Umm Lajj,SA,2022-10-10 17:13:46,25.0213,37.2685,83.35,65,0,10.92
444,Richards Bay,ZA,2022-10-10 17:13:47,-28.783,32.0377,70.79,89,63,6.35
445,Rassvet,RU,2022-10-10 17:13:47,46.8333,40.75,55.62,87,66,9.51
446,Longyearbyen,SJ,2022-10-10 17:13:48,78.2186,15.6401,33.64,80,75,2.3
447,Prado,BR,2022-10-10 17:13:48,-17.3411,-39.2208,82.17,60,26,11.48
448,Bukama,CD,2022-10-10 17:13:49,-9.2,25.85,85.26,17,56,2.19
449,Sicuani,PE,2022-10-10 17:13:49,-14.2694,-71.2261,63.66,20,11,6.02
450,Moose Factory,CA,2022-10-10 17:13:50,51.2585,-80.6094,47.43,49,99,12.35
451,Pithiviers,FR,2022-10-10 17:13:50,48.1667,2.25,65.95,73,94,6.11
452,Jibuti,DJ,2022-10-10 17:13:51,11.5,42.5,80.64,61,45,11.63
453,Rawson,AR,2022-10-10 17:10:51,-43.3002,-65.1023,71.38,21,5,10.6
454,Bathsheba,BB,2022-10-10 17:13:51,13.2167,-59.5167,86.61,84,20,18.41
455,Savinka,RU,2022-10-10 17:14:52,50.0785,47.0994,58.06,55,100,11.68
456,Talara,PE,2022-10-10 17:09:57,-4.5772,-81.2719,75.96,57,0,14.97
457,Cairns,AU,2022-10-10 17:14:53,-16.9167,145.7667,75.15,84,75,8.05
458,Salalah,OM,2022-10-10 17:13:45,17.0151,54.0924,80.69,65,0,4.61
459,Caceres,ES,2022-10-10 17:14:53,39.522,-6.3748,77.25,31,35,5.55
460,Delijan,IR,2022-10-10 17:14:54,33.9905,50.6838,73.85,16,6,4.81
461,Rio Grande,BR,2022-10-10 17:14:54,-32.035,-52.0986,64.51,58,9,12.35
462,Atasu,KZ,2022-10-10 17:14:55,48.6814,71.6433,45.68,48,13,3.67
463,Sao Felix Do Xingu,BR,2022-10-10 17:14:55,-6.6447,-51.995,89.02,50,48,9.46
464,Kavieng,PG,2022-10-10 17:14:56,-2.5744,150.7967,80.58,70,40,9.75
465,Ferrol,ES,2022-10-10 17:11:23,43.4832,-8.2369,66.72,93,95,1.01
466,Washington,US,2022-10-10 17:14:56,47.5001,-120.5015,67.33,25,52,3.13
467,Bon Air,US,2022-10-10 17:12:23,37.5249,-77.5578,68.72,48,0,6.91
468,Boddam,GB,2022-10-10 17:14:57,57.4667,-1.7833,50.38,63,16,21.32
469,Sabang,ID,2022-10-10 17:14:58,5.8933,95.3214,81.79,76,99,13.22
470,Kieta,PG,2022-10-10 17:14:58,-6.2167,155.6333,76.95,81,24,3.85
471,Bowen,AU,2022-10-10 17:14:58,-20.0167,148.2333,73.4,82,55,14.85
472,Santa Barbara,US,2022-10-10 17:11:11,34.7333,-120.0343,76.33,32,22,3.67
473,Maraba,BR,2022-10-10 17:14:59,-5.3686,-49.1178,91.58,55,40,2.3
474,Manzhouli,CN,2022-10-10 17:15:00,49.6,117.4333,34.81,34,58,4.74
475,Omboue,GA,2022-10-10 17:15:00,-1.5746,9.2618,78.62,82,94,7.81
476,Batemans Bay,AU,2022-10-10 17:15:00,-35.7167,150.1833,51.1,81,73,3.31
477,Sisimiut,GL,2022-10-10 17:15:01,66.9395,-53.6735,30.88,97,100,4.88
478,Mao,ES,2022-10-10 17:15:02,39.8885,4.2658,70.36,78,20,9.22
479,Mae Hong Son,TH,2022-10-10 17:15:02,19.3003,97.9685,72.93,97,93,1.97
480,Oromocto,CA,2022-10-10 17:15:03,45.8351,-66.4792,55.71,43,20,10.36
481,Alvares Machado,BR,2022-10-10 17:15:03,-22.0794,-51.4719,80.38,60,100,12.88
482,Clearwater,US,2022-10-10 17:15:04,27.9659,-82.8001,87.76,61,100,8.99
483,Waiuku,NZ,2022-10-10 17:15:05,-37.25,174.75,56.32,84,99,3.22
484,Clyde River,CA,2022-10-10 17:15:05,70.4692,-68.5914,23.23,86,100,14.97
485,Vardo,NO,2022-10-10 17:15:06,70.3705,31.1107,42.78,75,0,11.5
486,Puerto Carreno,CO,2022-10-10 17:15:07,6.189,-67.4859,89.04,58,92,3.62
487,Hambantota,LK,2022-10-10 17:15:07,6.1241,81.1185,79.0,84,32,11.59
488,Baoqing,CN,2022-10-10 17:15:08,46.3317,132.2111,44.64,86,100,21.88
489,Yola,NG,2022-10-10 17:15:09,9.2,12.4833,83.95,63,70,3.09
490,Utica,US,2022-10-10 17:11:28,43.1009,-75.2327,57.69,87,100,3.89
491,Kamenka,RU,2022-10-10 17:15:10,51.3223,42.7678,48.85,91,100,11.92
492,Klaksvik,FO,2022-10-10 17:15:10,62.2266,-6.589,41.92,75,100,36.86
493,Cerrito,CO,2022-10-10 17:15:11,6.8432,-72.694,63.03,69,99,1.97
494,Starychi,UA,2022-10-10 17:15:11,49.98,23.5585,46.98,74,5,9.33
495,Jaffna,LK,2022-10-10 17:15:12,9.6685,80.0074,80.19,83,43,14.56
496,Izhma,RU,2022-10-10 17:15:12,65.0083,53.9113,41.63,69,94,11.68
497,Margate,GB,2022-10-10 17:15:13,51.3813,1.3862,57.31,63,4,4.0
498,Goundam,ML,2022-10-10 17:15:14,16.4145,-3.6708,102.58,10,4,15.61
499,Gritsovskiy,RU,2022-10-10 17:15:14,54.1376,38.1604,50.92,68,100,15.66
500,Gat,IL,2022-10-10 17:15:15,31.61,34.7642,75.88,100,0,8.21
501,Karpogory,RU,2022-10-10 17:15:15,64.0019,44.4451,42.78,83,39,9.08
502,Coahuayana,MX,2022-10-10 17:16:16,18.7333,-103.6833,90.28,49,75,2.06
503,Moyale,KE,2022-10-10 17:16:16,3.5167,39.0584,74.7,40,5,6.2
504,Camacha,PT,2022-10-10 17:16:17,33.0833,-16.3333,69.22,83,40,14.97
505,Novo Aripuana,BR,2022-10-10 17:16:18,-5.1206,-60.3797,104.18,21,99,3.89
506,Salekhard,RU,2022-10-10 17:16:18,66.53,66.6019,40.26,84,100,17.58
507,West Helena,US,2022-10-10 17:16:19,34.5507,-90.6418,78.55,32,2,3.58
508,Shizunai,JP,2022-10-10 17:16:19,42.3339,142.3669,57.42,89,100,9.31
509,Lingao,CN,2022-10-10 17:16:20,19.9103,109.6859,73.53,73,48,6.49
510,Sahuaripa,MX,2022-10-10 17:16:20,29.05,-109.2333,78.44,49,0,2.8
511,Cap Malheureux,MU,2022-10-10 17:16:21,-19.9842,57.6142,72.46,69,2,5.01
512,Lucapa,AO,2022-10-10 17:16:21,-8.4192,20.7447,79.47,30,49,4.47
513,Portree,GB,2022-10-10 17:16:22,57.4129,-6.1942,49.51,82,66,14.99
514,Quatre Cocos,MU,2022-10-10 17:16:22,-20.2078,57.7625,72.09,70,16,11.72
515,Vigia Del Fuerte,CO,2022-10-10 17:16:23,6.5789,-76.8863,83.08,80,87,2.91
516,Ternate,ID,2022-10-10 17:16:23,0.8,127.4,80.64,77,98,3.09
517,Kununurra,AU,2022-10-10 17:16:24,-15.7667,128.7333,76.98,73,13,3.44
518,Sinj,HR,2022-10-10 17:16:24,43.7036,16.6394,64.54,76,92,3.18
519,Chimbote,PE,2022-10-10 17:15:31,-9.0853,-78.5783,67.03,74,77,9.86
520,Cobija,BO,2022-10-10 17:16:25,-11.0267,-68.7692,93.38,55,75,5.75
521,Bonthe,SL,2022-10-10 17:12:00,7.5264,-12.505,80.94,72,100,0.85
522,Tvoroyri,FO,2022-10-10 17:16:26,61.5556,-6.8111,43.63,69,99,31.36
523,Ostrovnoy,RU,2022-10-10 17:16:26,68.0531,39.5131,39.25,89,33,15.84
524,Nova Olinda Do Norte,BR,2022-10-10 17:16:27,-3.8881,-59.0942,97.16,31,76,4.99
525,Bin Qirdan,TN,2022-10-10 17:16:27,33.1378,11.2197,81.39,46,62,10.56
526,Shimoda,JP,2022-10-10 17:16:27,34.6667,138.95,67.1,75,100,19.24
527,Kabwe,ZM,2022-10-10 17:16:28,-14.4469,28.4464,80.04,22,23,11.39
528,Gao,ML,2022-10-10 17:16:28,16.6362,1.637,98.37,9,11,10.78
529,Cam Ranh,VN,2022-10-10 17:16:29,11.9214,109.1591,80.56,78,20,4.61
530,Isla Vista,US,2022-10-10 17:16:29,34.4133,-119.861,73.35,88,100,8.05
531,Jacmel,HT,2022-10-10 17:16:30,18.2342,-72.5347,91.24,64,8,7.02
532,Balakhta,RU,2022-10-10 17:16:30,55.38,91.6,42.31,91,100,14.99
533,Hay River,CA,2022-10-10 17:14:33,60.8156,-115.7999,56.19,35,96,14.41
534,Lata,PT,2022-10-10 17:16:31,40.1629,-8.3327,69.08,77,96,1.92
535,Marsaxlokk,MT,2022-10-10 17:16:31,35.8419,14.5431,72.09,81,100,10.94
536,Carbonia,IT,2022-10-10 17:16:32,39.1672,8.5222,72.01,76,7,4.32
537,Okha,RU,2022-10-10 17:16:32,53.5739,142.9478,43.93,93,65,9.95
538,Manali,IN,2022-10-10 17:16:33,13.1667,80.2667,86.09,79,98,12.1
539,Ekibastuz,KZ,2022-10-10 17:16:33,51.6667,75.3667,46.49,63,33,8.79
540,Priargunsk,RU,2022-10-10 17:16:34,50.3691,119.1012,36.07,39,54,3.36
541,Cape Coast,GH,2022-10-10 17:16:34,5.1053,-1.2466,79.43,79,42,9.84
542,Olavarria,AR,2022-10-10 17:16:35,-36.8927,-60.3225,68.02,25,0,8.19
543,Touros,BR,2022-10-10 17:16:36,-5.1989,-35.4608,84.34,64,50,16.93
544,Ocos,GT,2022-10-10 17:16:36,14.5094,-92.1933,78.98,89,100,5.44
545,Campo De La Cruz,CO,2022-10-10 17:16:37,10.3781,-74.8836,88.77,59,82,5.75
546,Vila Velha,BR,2022-10-10 17:16:38,-20.3297,-40.2925,84.15,70,20,20.71
547,Catamarca,AR,2022-10-10 17:16:38,-28.4696,-65.7852,75.06,20,0,11.99
548,Muisne,EC,2022-10-10 17:14:01,0.6,-80.0333,77.36,75,98,8.03
549,Okakarara,NA,2022-10-10 17:16:39,-20.5833,17.4333,79.5,10,3,6.4
550,Makakilo City,US,2022-10-10 17:16:40,21.3469,-158.0858,77.61,79,20,3.44
551,Talcahuano,CL,2022-10-10 17:17:07,-36.7167,-73.1167,58.68,47,0,11.5
552,Olinda,BR,2022-10-10 17:17:40,-8.0089,-34.8553,83.93,65,40,16.11
553,Bereda,ES,2022-10-10 17:14:15,43.2686,-7.5406,66.15,85,85,2.8
554,Sitka,US,2022-10-10 17:17:42,57.0531,-135.33,49.89,66,75,0.0
555,Raudeberg,NO,2022-10-10 17:17:42,61.9875,5.1352,47.07,28,95,34.25
556,Poum,NC,2022-10-10 17:17:43,-20.2333,164.0167,75.87,72,92,18.39
557,Lucea,JM,2022-10-10 17:17:43,18.451,-78.1736,87.66,69,89,8.05
558,Vila Franca Do Campo,PT,2022-10-10 17:17:44,37.7167,-25.4333,75.61,79,43,5.1
559,Sao Filipe,CV,2022-10-10 17:17:44,14.8961,-24.4956,79.0,77,23,9.17
560,Shenjiamen,CN,2022-10-10 17:17:45,29.9576,122.298,59.16,55,16,17.45
561,Huilong,CN,2022-10-10 17:17:45,31.8111,121.655,52.93,56,92,12.33
562,Nikolayevsk-Na-Amure,RU,2022-10-10 17:17:46,53.1406,140.73,37.94,97,47,2.57
563,Constitucion,CL,2022-10-10 17:17:47,-35.3333,-72.4167,58.78,58,0,9.17
