City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
350,Ordynskoye,RU,54.3656,81.8994,31.44,77,98,12.37,overcast clouds
351,Culaba,PH,11.6578,124.5425,83.59,75,100,4.54,overcast clouds
352,Gimli,CA,50.6336,-96.9907,48.22,87,100,16.11,overcast clouds
353,Mgandu,TZ,-5.95,34.1333,61.2,84,93,6.2,overcast clouds
354,Mbini,GQ,1.574,9.6134,76.03,90,100,2.75,light rain
355,Quelimane,MZ,-17.8786,36.8883,76.95,88,0,9.22,clear sky
356,Leningradskiy,RU,69.3833,178.4167,21.15,93,100,12.8,overcast clouds
357,Portobelo,PA,9.55,-79.65,78.12,87,100,2.53,light rain
358,Ancud,CL,-41.8697,-73.8203,50.56,90,100,22.17,overcast clouds
359,Mogadishu,SO,2.0371,45.3438,77.68,83,43,10.54,scattered clouds
360,Prado,BR,-17.3411,-39.2208,72.73,92,97,5.3,moderate rain
361,Nizwa,OM,22.9333,57.5333,70.59,42,0,1.07,clear sky
362,Saint-Georges,GD,12.0564,-61.7485,78.48,100,75,4.61,broken clouds
363,Teguise,ES,29.0605,-13.564,66.42,83,0,6.91,clear sky
364,Sakakah,SA,29.9697,40.2064,71.17,36,2,5.57,clear sky
365,Gat,IL,31.61,34.7642,68.4,100,0,0.6,clear sky
366,Panguipulli,CL,-39.6333,-72.3333,46.18,84,96,1.92,overcast clouds
367,Bandar-E Lengeh,IR,26.5579,54.8807,80.55,59,0,3.51,clear sky
368,Cabedelo,BR,-6.9811,-34.8339,79.47,82,18,11.52,few clouds
369,Broken Hill,AU,-31.95,141.4333,69.08,55,64,12.8,broken clouds
370,Ukiah,US,39.1502,-123.2078,62.37,39,0,3.44,clear sky
371,Yining,CN,29.0361,114.5636,72.36,35,60,4.27,broken clouds
372,Riyadh,SA,24.6877,46.7219,64.54,20,0,3.87,clear sky
373,Harper,LR,4.375,-7.7169,76.78,89,100,6.8,light rain
374,Regeneracao,BR,-6.2378,-42.6883,78.01,69,65,3.18,broken clouds
375,Birjand,IR,32.8663,59.2211,52.27,30,0,4.61,clear sky
376,Snezhnogorsk,RU,69.1933,33.2531,33.58,70,99,14.12,overcast clouds
377,Buala,SB,-8.145,159.5921,83.52,75,90,2.51,moderate rain
378,Alberton,CA,46.8168,-64.0654,57.11,79,100,6.85,overcast clouds
379,Saldanha,ZA,-33.0117,17.9442,60.37,93,23,12.12,few clouds
380,Palauig,PH,15.435,119.9045,85.37,66,80,2.35,broken clouds
381,Tepotzotlan,MX,19.7139,-99.2244,70.66,54,95,7.76,overcast clouds
382,Oshnaviyeh,IR,37.0397,45.0983,49.82,53,0,5.06,clear sky
383,Chokurdakh,RU,70.6333,147.9167,-2.36,95,73,7.52,broken clouds
384,Lata,PT,40.1629,-8.3327,58.08,95,27,4.56,scattered clouds
385,Pacific Grove,US,36.6177,-121.9166,66.15,70,0,21.99,clear sky
386,Uige,AO,-7.6087,15.0613,66.9,98,76,2.04,broken clouds
387,Vaitape,PF,-16.5167,-151.75,79.5,74,27,7.2,scattered clouds
388,Tiksi,RU,71.6872,128.8694,20.28,94,97,9.15,overcast clouds
389,Pescia,IT,43.897,10.6904,68.49,80,68,8.01,broken clouds
390,Fillmore,US,43.6666,-92.1002,71.62,77,0,12.66,clear sky
391,Banjar,ID,-8.19,114.9675,85.78,71,99,2.71,overcast clouds
392,Chara,RU,56.9064,118.2631,31.35,69,100,2.59,overcast clouds
393,Sibolga,ID,1.7427,98.7792,79.54,82,98,0.38,overcast clouds
394,Uarini,BR,-2.99,-65.1083,74.19,98,100,1.61,overcast clouds
395,Brus Laguna,HN,15.75,-84.4833,74.28,94,5,2.19,light rain
396,Kuala Terengganu,MY,5.3302,103.1408,82.98,89,20,5.99,few clouds
397,Kruisfontein,ZA,-34.0033,24.7314,60.89,93,46,3.53,scattered clouds
398,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,78,48,17.2,scattered clouds
399,Santa Pola,ES,38.1917,-0.5658,69.96,91,0,1.14,clear sky
400,Nyurba,RU,63.2842,118.3319,37.69,93,100,14.79,overcast clouds
401,Izumo,JP,35.3667,132.7667,58.95,77,75,2.3,broken clouds
402,Kaniama,CD,-7.5667,24.1833,65.82,83,13,3.71,few clouds
403,Frankfort,ZA,-27.2667,28.4833,57.96,77,100,2.64,overcast clouds
404,Bulawayo,ZW,-20.15,28.5833,66.61,66,86,8.88,light rain
405,Sistranda,NO,63.7256,8.834,37.36,78,96,15.28,overcast clouds
406,Hambantota,LK,6.1241,81.1185,77.34,100,20,6.91,few clouds
407,Suda,RU,59.1525,37.5582,37.85,84,70,10.63,broken clouds
408,Hay River,CA,60.8156,-115.7999,28.38,74,75,5.75,broken clouds
409,Anderson,US,34.5334,-82.6499,59.54,66,0,0.0,clear sky
410,Kitob,UZ,39.0843,66.8332,57.33,72,100,4.59,heavy intensity rain
411,Tuatapere,NZ,-46.1333,167.6833,50.07,64,89,6.67,overcast clouds
412,Mandiana,GN,10.6333,-8.6833,74.25,78,100,0.65,overcast clouds
413,Xinpu,CN,34.5997,119.1594,64.74,43,0,4.72,clear sky
414,College,US,64.8569,-147.8028,32.07,95,75,0.0,light snow
415,Noumea,NC,-22.2763,166.4572,82.38,66,100,14.74,overcast clouds
416,Umm Lajj,SA,25.0213,37.2685,77.23,59,5,11.99,clear sky
417,Bowen,AU,-20.0167,148.2333,82.92,68,82,14.81,broken clouds
418,Rio Pardo De Minas,BR,-15.6097,-42.5397,66.74,94,100,3.4,overcast clouds
419,Rio Grande,BR,-32.035,-52.0986,60.31,91,7,11.5,clear sky
420,Murray,US,40.6669,-111.888,40.89,83,100,12.66,overcast clouds
421,Pamanukan,ID,-6.2842,107.8106,83.82,69,100,2.3,overcast clouds
422,Killarney,IE,52.05,-9.5167,51.44,97,99,5.46,overcast clouds
423,Ushumun,RU,52.7833,126.5333,34.86,49,14,4.9,few clouds
424,Giddalur,IN,15.35,78.9167,70.43,68,81,2.86,broken clouds
425,Te Anau,NZ,-45.4167,167.7167,43.56,95,100,2.24,overcast clouds
426,Matagami,CA,49.7502,-77.6328,48.31,93,0,5.75,clear sky
427,Pottsville,US,40.6857,-76.1955,57.54,96,100,6.91,overcast clouds
428,Miramar,US,25.9873,-80.2323,78.01,75,0,10.36,clear sky
429,Segovia,ES,41.1667,-4.0,51.44,77,100,6.04,overcast clouds
430,Anadyr,RU,64.75,177.4833,21.7,79,75,15.66,broken clouds
431,Erie,US,42.7667,-78.6664,58.42,67,100,7.94,overcast clouds
432,Revda,RU,56.801,59.9303,29.53,71,100,13.87,overcast clouds
433,Balkanabat,TM,39.5108,54.3671,59.41,55,12,6.13,few clouds
434,Palembang,ID,-2.9167,104.7458,82.49,78,40,6.91,scattered clouds
435,Nakamura,JP,32.9833,132.9333,69.91,44,0,5.08,clear sky
436,Kadipaten,ID,-8.1357,113.2158,84.79,70,85,4.07,overcast clouds
437,Brae,GB,60.3964,-1.353,53.06,97,100,13.4,overcast clouds
438,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,45,0,6.71,clear sky
439,Puerto Palomas,MX,31.7667,-107.6167,65.98,41,100,26.69,overcast clouds
440,Namatanai,PG,-3.6667,152.4333,86.74,59,100,1.03,overcast clouds
441,Mahajanga,MG,-15.7167,46.3167,73.42,94,0,0.0,clear sky
442,Fort Nelson,CA,58.8053,-122.7002,31.59,74,100,3.44,overcast clouds
443,Pisco,PE,-13.7,-76.2167,61.02,82,0,12.66,clear sky
444,Eraclea,IT,45.5806,12.6756,65.44,94,100,4.83,overcast clouds
445,Hailar,CN,49.2,119.7,39.16,41,59,10.45,broken clouds
446,Beringovskiy,RU,63.05,179.3167,24.35,66,12,2.77,few clouds
447,Hami,CN,42.8,93.45,55.17,28,3,9.62,clear sky
448,Flinders,AU,-34.5833,150.8552,66.18,94,100,8.01,moderate rain
449,Maxixe,MZ,-23.8597,35.3472,71.08,84,74,3.06,broken clouds
450,Villarrubia De Los Ojos,ES,39.2209,-3.608,59.94,87,71,4.03,broken clouds
451,Alexandria,EG,31.2156,29.9553,66.74,60,0,8.55,clear sky
452,Lashio,MM,22.9333,97.75,74.12,67,11,0.56,few clouds
453,Quisqueya,DO,18.5554,-69.4081,76.89,94,81,5.95,broken clouds
454,Yar-Sale,RU,66.8333,70.8333,29.16,97,100,5.17,light snow
455,Codrington,AU,-38.2667,141.9667,54.61,96,100,18.48,light rain
456,Moen,NO,69.1304,18.6123,32.72,93,75,3.44,broken clouds
457,Charleston,US,32.7766,-79.9309,62.02,87,0,0.0,clear sky
458,Sassandra,CI,4.95,-6.0833,75.18,93,100,4.32,moderate rain
459,Havoysund,NO,70.9963,24.6622,39.43,66,89,5.95,overcast clouds
460,Lahij,YE,13.1667,44.5833,74.16,79,2,3.29,clear sky
461,Cidreira,BR,-30.1811,-50.2056,58.35,83,0,3.53,clear sky
462,Amlagora,IN,22.8333,87.3333,74.34,81,100,7.83,overcast clouds
463,Yatou,CN,37.15,122.3833,57.92,38,0,10.8,clear sky
464,Dingzhou,CN,38.5131,114.9956,55.51,27,0,4.45,clear sky
465,Gazanjyk,TM,39.2446,55.5154,54.39,78,1,8.48,clear sky
466,Tazovskiy,RU,67.4667,78.7,25.09,91,79,13.8,broken clouds
467,Manokwari,ID,-0.8667,134.0833,84.65,72,60,7.61,broken clouds
468,Hailey,US,43.5196,-114.3153,38.88,45,0,13.0,clear sky
469,Lively,CA,46.4334,-81.1498,58.12,88,87,4.99,overcast clouds
470,Luwuk,ID,-0.9516,122.7875,86.86,62,98,3.04,light rain
471,Charlestown,AU,-32.95,151.6667,70.74,90,100,8.5,moderate rain
472,Kavieng,PG,-2.5744,150.7967,84.29,65,35,2.73,scattered clouds
473,Opuwo,NA,-18.0607,13.84,74.97,32,98,2.8,overcast clouds
474,Krasnoarmeysk,RU,51.0239,45.6969,41.31,63,100,10.51,overcast clouds
475,Yerbogachen,RU,61.2767,108.0108,29.52,73,100,21.83,overcast clouds
476,Garowe,SO,8.4054,48.4845,74.68,80,5,6.87,light rain
477,Shingu,JP,33.7333,135.9833,69.51,42,2,2.84,clear sky
478,Socorro,US,31.6546,-106.3033,74.41,31,75,29.93,broken clouds
479,Knysna,ZA,-34.0363,23.0471,60.53,93,59,2.86,broken clouds
480,Takayama,JP,36.1333,137.25,55.9,53,16,5.57,few clouds
481,Saint-Jean-De-Braye,FR,47.913,1.9771,63.03,79,0,17.27,clear sky
482,Haifa,IL,32.8156,34.9892,67.28,72,18,12.08,few clouds
483,Launceston,AU,-41.45,147.1667,60.44,65,40,28.77,light rain
484,Fonte Boa,BR,-2.4959,-66.2662,73.47,98,100,0.78,moderate rain
485,Sur,OM,22.5667,59.5289,78.21,39,0,7.78,clear sky
486,Lake Charles,US,30.2131,-93.2044,73.62,82,0,13.8,clear sky
487,Alofi,NU,-19.0595,-169.9187,78.69,78,100,12.66,overcast clouds
488,Huarmey,PE,-10.0681,-78.1522,61.93,84,97,8.61,overcast clouds
489,Mount Gambier,AU,-37.8333,140.7667,55.31,100,100,14.97,overcast clouds
490,Boyolangu,ID,-8.1181,111.8935,84.06,70,82,6.82,moderate rain
491,Kapit,MY,2.0167,112.9333,75.29,98,100,1.32,overcast clouds
492,Palmer,US,42.1584,-72.3287,52.97,82,100,6.91,overcast clouds
493,Beisfjord,NO,68.3751,17.5988,32.05,92,100,3.96,light snow
494,Fairbanks,US,64.8378,-147.7164,32.09,94,100,0.0,light snow
495,Guerrero Negro,MX,27.9769,-114.0611,68.79,71,0,14.41,clear sky
496,San Felipe Del Progreso,MX,19.7128,-99.9519,55.76,90,98,2.59,overcast clouds
497,Montrose,US,38.4166,-108.2673,27.81,81,96,2.44,light snow
498,Chicama,PE,-7.8447,-79.1469,59.54,82,100,7.2,overcast clouds
499,Qingdao,CN,36.0986,120.3719,58.6,55,0,4.47,clear sky
500,Zhangye,CN,38.9342,100.4517,54.86,28,100,2.37,overcast clouds
501,Grand Island,US,40.925,-98.342,78.75,41,100,27.63,overcast clouds
502,Elizabethtown,US,37.694,-85.8591,64.38,54,0,4.61,clear sky
503,Inuvik,CA,68.3499,-133.7218,11.26,88,75,9.22,broken clouds
504,Saint-Pierre,RE,-21.3393,55.4781,70.92,73,0,6.91,clear sky
505,Eyl,SO,7.9803,49.8164,77.07,84,10,0.65,clear sky
506,Mackay,AU,-21.15,149.2,91.69,69,5,17.54,clear sky
507,Yala,TH,6.3333,101.25,81.59,77,100,0.81,overcast clouds
508,Carutapera,BR,-1.195,-46.02,78.82,78,10,7.67,clear sky
509,Martapura,ID,-3.4167,114.85,82.49,69,40,3.44,scattered clouds
510,Kununurra,AU,-15.7667,128.7333,104.58,17,7,9.55,clear sky
511,Jaguaruna,BR,-28.615,-49.0256,64.85,89,100,3.06,overcast clouds
512,Sisimiut,GL,66.9395,-53.6735,31.77,81,97,5.64,overcast clouds
513,Hualmay,PE,-11.0964,-77.6139,61.7,83,84,10.07,broken clouds
514,Neryungri,RU,56.6709,124.6491,26.08,77,100,11.25,overcast clouds
515,Zaysan,KZ,47.4667,84.8667,33.15,70,78,4.0,broken clouds
516,Muttupet,IN,10.4,79.4833,80.71,76,99,3.62,light rain
517,Boguchar,RU,49.9358,40.545,46.71,94,100,11.25,light rain
518,Yarada,IN,17.65,83.2667,73.72,94,40,4.61,mist
519,Lapeer,US,43.0514,-83.3188,63.88,48,0,3.44,clear sky
520,Muzhi,RU,65.3667,64.6667,30.0,86,67,7.7,broken clouds
521,Qaqortoq,GL,60.7167,-46.0333,33.6,99,100,2.84,snow
522,Watsa,CD,3.0372,29.5355,62.33,98,51,2.44,broken clouds
523,Gizo,SB,-8.103,156.8419,83.37,71,95,5.86,light rain
524,Stornoway,GB,58.2093,-6.3865,53.92,94,75,10.36,broken clouds
525,Roebourne,AU,-20.7833,117.1333,83.66,31,94,13.76,overcast clouds
526,Nong Bua,TH,15.8646,100.5858,81.05,77,7,4.18,clear sky
527,Acarau,BR,-2.8856,-40.12,78.66,83,20,14.54,few clouds
528,Kambove,CD,-10.8764,26.5969,64.63,77,100,1.32,overcast clouds
529,Laguna,US,38.421,-121.4238,68.29,27,0,20.71,clear sky
530,Florence,IT,43.7667,11.25,67.35,94,40,3.44,scattered clouds
531,Seoul,KR,37.5683,126.9778,56.59,54,0,9.22,clear sky
532,Sarandi,BR,-23.4436,-51.8739,66.85,77,0,2.62,clear sky
533,Aksarka,RU,66.5606,67.7975,28.69,96,100,8.37,overcast clouds
534,Isangel,VU,-19.55,169.2667,75.31,94,75,11.5,light rain
535,Daultala,PK,33.1925,73.1413,64.42,41,0,2.89,clear sky
536,Verkhnyaya Sinyachikha,RU,57.976,61.6673,32.61,74,58,12.95,broken clouds
537,Valparaiso,CL,-33.0393,-71.6273,49.64,87,0,3.44,clear sky
538,Bertoua,CM,4.5833,13.6833,66.09,98,94,2.39,overcast clouds
539,Alta Floresta,BR,-9.8756,-56.0861,72.05,94,71,1.48,broken clouds
540,Neiafu,TO,-18.65,-173.9833,81.28,69,75,9.22,broken clouds
541,Izoplit,RU,56.6256,36.222,42.51,88,100,8.79,overcast clouds
542,Mirnyy,RU,62.5353,113.9611,39.24,86,100,18.01,overcast clouds
543,Rapar,IN,23.5667,70.6333,78.35,40,0,7.63,clear sky
544,Yeniseysk,RU,58.4497,92.1703,31.5,80,99,10.98,overcast clouds
545,Adamclisi,RO,44.0833,27.95,53.24,79,19,4.41,few clouds
546,Baherden,TM,38.4362,57.4316,55.47,76,3,4.18,clear sky
547,Manta,EC,-0.95,-80.7333,71.38,83,100,9.22,overcast clouds
548,Takoradi,GH,4.8845,-1.7554,76.98,89,30,4.29,light rain
549,Oropesa,PE,-13.5928,-71.7719,57.06,54,81,4.61,broken clouds
550,Kothapet,IN,19.3333,79.4833,66.33,79,72,5.99,broken clouds
551,Marawi,PH,7.9986,124.2928,80.64,67,96,3.24,light rain
552,Sumenep,ID,-7.0167,113.8667,85.33,68,99,4.05,overcast clouds
553,Penzance,GB,50.1186,-5.5371,56.08,86,99,14.74,overcast clouds
554,Pitimbu,BR,-7.4706,-34.8086,79.39,82,6,11.16,clear sky
555,Pochutla,MX,15.7432,-96.4661,80.42,89,73,2.95,broken clouds
556,Ostrovnoy,RU,68.0531,39.5131,39.4,73,100,31.47,light rain
557,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.85,99,100,2.84,overcast clouds
558,Horizontina,BR,-27.6258,-54.3078,58.46,70,0,4.68,clear sky
559,Achi,CO,8.5682,-74.554,75.11,98,100,1.05,overcast clouds
560,San Cristobal,VE,7.7669,-72.225,73.58,95,59,2.39,broken clouds
561,Lubbock,US,33.6001,-101.8338,77.25,44,75,16.11,broken clouds
562,Urucara,BR,-2.5364,-57.76,80.55,67,72,2.26,broken clouds
563,Camacha,PT,33.0833,-16.3333,65.62,73,40,3.44,scattered clouds
564,Bourail,NC,-21.5667,165.4833,76.89,70,100,10.69,overcast clouds
565,Pingliang,CN,35.5392,106.6861,56.35,43,93,6.85,overcast clouds
566,Racale,IT,39.9631,18.0938,72.84,70,0,2.93,clear sky
567,Oranjemund,NA,-28.55,16.4333,60.6,84,100,6.64,overcast clouds
568,Kirakira,SB,-10.4544,161.9205,81.66,82,66,5.97,broken clouds
569,Paro,BT,27.4305,89.4133,56.19,48,47,1.81,scattered clouds
570,Sindou,BF,10.6667,-5.1667,76.51,65,44,1.83,scattered clouds
571,Kristianstad,SE,56.0313,14.1524,53.35,100,100,2.3,overcast clouds
572,Murdochville,CA,48.9583,-65.5006,45.48,89,100,3.67,overcast clouds
573,Narsingdi,BD,23.9208,90.7181,77.02,95,100,16.37,moderate rain
574,Mandalgovi,MN,45.7625,106.2708,43.05,40,0,9.33,clear sky
575,Rezh,RU,57.37,61.4043,31.53,71,20,13.13,few clouds
576,Edgewater,US,28.9889,-80.9023,74.01,68,20,10.36,few clouds
577,Aldan,RU,58.6031,125.3894,27.01,82,100,14.76,overcast clouds
578,Maykop,RU,44.6078,40.1058,52.23,76,98,12.66,overcast clouds
579,Mantua,IT,45.1667,10.7833,60.94,87,92,1.99,overcast clouds
580,Arlit,NE,18.7369,7.3853,76.53,24,0,7.61,clear sky
581,Miquelon,PM,47.0975,-56.3814,51.8,83,87,12.21,overcast clouds
582,Salsk,RU,46.4725,41.5428,54.66,56,100,15.12,overcast clouds
583,Bandarbeyla,SO,9.4942,50.8122,77.11,81,63,1.39,broken clouds
584,Mehamn,NO,71.0357,27.8492,37.35,75,75,13.8,broken clouds
585,Buluang,PH,13.3068,123.3425,88.61,60,86,2.28,overcast clouds
586,Baltasi,RU,56.3462,50.2062,37.56,81,100,18.52,overcast clouds
587,Luangwa,ZM,-15.6167,30.4167,76.86,49,85,3.56,overcast clouds
588,Sinnamary,GF,5.3833,-52.95,81.0,85,64,11.99,broken clouds
589,Mongo,TD,12.1844,18.693,80.26,40,98,1.23,overcast clouds
590,Howard Springs,AU,-12.497,131.047,91.81,76,87,10.78,overcast clouds
591,Norfolk,US,42.1668,-71.2495,53.64,91,100,8.05,overcast clouds
592,Warmbad,NA,-28.45,18.7333,67.62,49,7,5.86,clear sky
593,Ereymentau,KZ,51.6199,73.1033,24.71,82,11,10.02,few clouds
594,Balaipungut,ID,1.05,101.2833,81.88,74,100,5.17,overcast clouds
595,Bethel,US,41.3712,-73.414,57.29,69,100,6.91,overcast clouds
596,Nishihara,JP,26.1842,127.7558,78.08,61,75,25.32,broken clouds
597,Lida,BY,53.8833,25.2997,49.82,97,100,4.21,overcast clouds
598,Barra Do Corda,BR,-5.5,-45.25,79.93,65,20,1.61,few clouds
599,Sioux Lookout,CA,50.1001,-91.917,55.47,76,0,8.05,clear sky
600,Dabat,ET,12.9842,37.765,52.11,75,1,3.98,clear sky
601,Jiuquan,CN,39.7432,98.5174,55.18,23,1,0.16,clear sky
602,Lossiemouth,GB,57.7214,-3.2834,55.18,100,75,11.5,light intensity drizzle rain
603,Deer Lake,CA,49.1667,-57.4316,42.66,100,40,2.3,scattered clouds
604,Terney,RU,45.0503,136.6092,44.22,37,0,3.85,clear sky
605,Khandyga,RU,62.6667,135.6,14.59,88,96,5.21,overcast clouds
606,Novo Aripuana,BR,-5.1206,-60.3797,76.82,85,95,0.36,overcast clouds
607,Abu Kamal,SY,34.4506,40.9171,69.08,43,100,2.55,overcast clouds
608,Videira,BR,-27.0083,-51.1517,55.26,98,0,0.54,clear sky
609,Abu Samrah,SY,35.3029,37.1841,64.04,63,4,3.47,clear sky
610,Ypsilanti,US,42.2412,-83.613,63.86,69,0,9.22,clear sky
611,Pimenteiras,BR,-6.2453,-41.4192,79.16,56,66,2.64,broken clouds
612,Hukuntsi,BW,-24.0,21.75,70.0,48,10,4.29,clear sky
613,Fengzhen,CN,40.4394,113.1536,51.13,21,0,3.76,clear sky
614,Una,IN,20.8167,71.0333,75.76,42,2,5.01,clear sky
615,Bayan,CN,46.0833,127.4,40.86,40,0,4.29,clear sky
616,Buin,CL,-33.7333,-70.75,66.74,51,100,2.24,overcast clouds
617,Breytovo,RU,58.2993,37.8617,41.81,85,100,11.59,overcast clouds
618,Owando,CG,-0.4819,15.8999,71.1,98,100,1.66,overcast clouds
619,Nuuk,GL,64.1835,-51.7216,34.41,100,100,11.5,light snow
620,Tutoia,BR,-2.7619,-42.2744,79.43,84,49,13.06,scattered clouds
621,Bonavista,CA,48.6499,-53.1147,51.98,78,0,12.64,clear sky
622,Obo,CF,5.3998,26.4869,67.26,96,100,4.18,overcast clouds
623,Bandhi,PK,26.5861,68.3006,76.46,32,0,5.39,clear sky
624,Riohacha,CO,11.5444,-72.9072,79.47,85,94,6.46,overcast clouds
625,Shakawe,BW,-18.3667,21.85,71.62,57,100,4.61,overcast clouds
626,Husavik,IS,66.0449,-17.3389,31.28,76,100,8.41,overcast clouds
627,Walvis Bay,NA,-22.9575,14.5053,59.09,88,58,8.05,broken clouds
628,Weligama,LK,5.9667,80.4167,78.33,85,99,9.19,overcast clouds
629,Yamada,JP,39.4667,141.95,55.09,42,100,4.99,overcast clouds
630,Tobol,KZ,52.6844,62.5794,22.12,81,8,8.01,clear sky
631,Tocopilla,CL,-22.092,-70.1979,63.18,67,3,8.12,clear sky
632,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,57,40,20.71,scattered clouds
633,Gao,ML,16.6362,1.637,76.33,19,1,10.09,clear sky
634,Quzhou,CN,28.9594,118.8686,68.99,32,45,12.24,scattered clouds
635,Mersing,MY,2.4312,103.8405,76.91,94,40,3.44,heavy intensity rain
636,Gewane,ET,10.1664,40.6453,77.45,52,2,5.32,clear sky
637,Elliot,ZA,-31.3333,27.85,55.44,90,100,2.35,overcast clouds
638,Mandal,IN,25.45,74.5667,69.03,35,0,3.4,clear sky
639,Caluquembe,AO,-13.7833,14.6833,63.07,85,69,1.74,broken clouds
640,Brewster,US,41.3973,-73.6171,57.52,66,100,6.91,overcast clouds
641,Dom Pedro,BR,-4.4833,-44.45,75.76,85,11,3.31,few clouds
642,Myrhorod,UA,49.9685,33.6089,49.48,93,100,10.74,overcast clouds
643,Menongue,AO,-14.6585,17.691,65.1,78,78,3.0,light rain
644,Ponta Delgada,PT,37.7333,-25.6667,62.51,82,20,10.36,few clouds
645,Dandong,CN,40.1292,124.3947,49.51,38,3,8.41,clear sky
646,Dapaong,TG,10.8639,0.205,76.37,41,79,3.76,broken clouds
647,Manitouwadge,CA,49.1215,-85.8403,54.72,85,10,8.55,clear sky
648,Sidi Ali,DZ,36.0998,0.4206,71.01,30,87,10.36,overcast clouds
649,Camaqua,BR,-30.8511,-51.8122,54.63,98,9,3.36,clear sky
650,Kokkola,FI,63.8385,23.1307,40.93,84,0,5.75,clear sky
651,Tonj,SS,7.2737,28.6822,71.02,87,81,0.74,broken clouds
652,San Felipe,VE,10.3399,-68.7425,72.9,99,90,1.28,overcast clouds
653,Constitucion,CL,-35.3333,-72.4167,46.58,82,0,7.74,clear sky
654,Eirunepe,BR,-6.6603,-69.8736,74.19,96,100,0.96,overcast clouds
655,Sorong,ID,-0.8833,131.25,84.85,69,100,8.68,overcast clouds
656,Kankakee,US,41.15,-87.8667,71.31,56,40,12.66,scattered clouds
657,Taraz,KZ,42.9,71.3667,43.21,87,100,6.71,overcast clouds
658,Payson,US,40.0444,-111.7321,35.42,90,100,8.05,overcast clouds
659,Visby,SE,57.6409,18.296,49.82,100,100,10.36,mist
660,Dongzhen,CN,22.3797,110.9389,83.07,46,5,2.64,clear sky
661,Tommot,RU,58.9564,126.2925,28.44,82,100,4.12,overcast clouds
662,Amahai,ID,-3.3333,128.9167,85.42,67,97,4.03,overcast clouds
663,Cuenca,EC,-2.8833,-78.9833,55.53,100,75,5.75,thunderstorm with light rain
664,Zhigalovo,RU,54.8097,105.1578,38.57,74,100,14.74,overcast clouds
